10011_at,100128164_at,100128537_at,100128590_at,100144595_at,100287029_at,100287569_at,100287639_at,100288486_at,100302128_at,100420587_at,100422937_at,100422998_at,100505985_at,100616289_at,100873979_at,100874070_at,101805492_at,101927827_at,101927851_at,101928372_at,101929129_at,101929559_at,10234_at,102723318_at,102723331_at,102723370_at,102723575_at,102724156_at,10385_at,105369219_at,105369725_at,105370242_at,105370622_at,105370921_at,105371692_at,105372100_at,105372346_at,105373880_at,105373979_at,105374540_at,105375266_at,105375376_at,105375505_at,105375557_at,105375785_at,105376505_at,105376544_at,105378078_at,106481394_at,1066_at,10677_at,10681_at,107984344_at,107984421_at,107985228_at,107986955_at,11082_at,11282_at,117584_at,122402_at,130271_at,133491_at,146712_at,1506_at,155061_at,1602_at,161253_at,163778_at,207_at,207063_at,2239_at,23313_at,23416_at,23657_at,25953_at,26740_at,27020_at,283131_at,283314_at,284827_at,285154_at,285335_at,285505_at,285758_at,286016_at,30_at,30061_at,3034_at,3311_at,338692_at,340811_at,3433_at,3554_at,3613_at,3693_at,375337_at,3784_at,400322_at,400960_at,401247_at,410_at,440072_at,441234_at,442906_at,4982_at,5127_at,51314_at,5136_at,51716_at,5208_at,5210_at,54676_at,55314_at,55508_at,55716_at,5742_at,5871_at,6252_at,641365_at,647859_at,649446_at,6583_at,6584_at,693160_at,7059_at,7167_at,7297_at,729862_at,731223_at,731789_at,7433_at,7739_at,79587_at,79760_at,80094_at,80331_at,80336_at,8263_at,83464_at,84270_at,84771_at,84777_at,85027_at,85479_at,8870_at,90231_at,9732_at,9856_at,9903_at
5.440338436339589,4.99995731749424,4.9749506974865545,5.240859584600191,4.980540702125016,5.142477760793679,5.2796340080914055,5.061003232348392,5.2796340080914055,5.083286004383144,5.123160889850731,4.893756020402828,5.103868510730536,5.235190644997366,5.234260539396102,4.910945374168857,5.104464392089664,5.328247352673778,5.02333004617226,5.070385796701403,5.011490335931907,5.144389962706586,5.251805120759129,5.123160889850731,5.002554461434263,5.300445561336252,5.225232123695491,5.140565523001175,5.045082356763492,4.971385916942378,5.045082356763492,5.164977075426339,5.163618736145219,5.155516955531677,5.175491741762902,4.960448695611747,5.391280683079756,5.182752484818382,5.019006893982541,5.34866536431203,5.339008182497959,5.068045904808431,5.092642843928643,5.1026864062822375,5.104464392089664,5.174776529639644,4.874406621558497,5.216517484431735,4.847292434574146,5.071556798060056,5.030667238922512,5.210665308504024,5.038504215686296,5.190946029950581,5.224333586266655,5.025782642401284,4.847292434574146,5.122545587263482,5.1026864062822375,4.986691256388234,5.0721430052076375,5.249746518106672,4.9960227543509275,5.0721430052076375,5.180550353535849,5.128682175963834,5.188700630558555,5.219959163723287,5.1541885257792215,5.097939229661171,4.952072149671523,5.0627649507751835,4.9010689454827245,5.1355202326394815,5.057488988571653,4.926518287529509,5.217373826417057,5.065112511883417,4.936768483845784,5.16022344851211,5.053353942937108,5.219103893545934,5.377851182289752,4.958193945411901,4.912850201607451,5.014000263318919,5.209027167168476,5.194752621188767,5.0146186841906735,5.156182538984675,5.2398995867487335,5.155516955531677,5.151561009356866,5.095580059599813,5.0208670960387405,5.041504790272628,5.221700872279794,5.2234520198747125,5.049227074927887,4.829486319887173,5.3032621765972685,5.043303374668248,5.250772336926153,5.420323182572398,5.118266789076088,5.0592499427000766,5.065700032690707,5.012752041836328,5.291013217586394,4.996674384096089,5.094397825062722,5.033083602580783,5.021483640549763,4.9749506974865545,4.994708301378105,5.145681306084012,4.985330594291428,5.100305067354001,5.333523490508648,5.0809457887686325,4.906074616189907,5.0621812186021415,4.984644739463752,5.221700872279794,4.8241105530083015,5.201001002827148,5.1200847426522005,5.165664257860254,4.917496783123964,5.35910443940988,5.329981275505988,5.164298497935712,4.9282689696728434,5.3408650946159115,5.197864493718268,5.238950769232656,5.017760190608652,5.265628858421799,5.057488988571653,5.006416277952809,5.265628858421799,4.9512909561451925,5.196296334720143,5.229704321823252,5.209837853318307,4.986691256388234,5.296334086858377,5.056894456398088,5.1812865212777774,5.1355202326394815
4.7995859487768895,4.881528050731669,5.032477095257947,4.993390170931564,5.0372988266018766,5.037903499337715,4.998645858893493,4.990053400090333,5.028844989395664,4.80629636929176,4.900047962566028,4.935929894064068,4.9721044170918764,4.9010689454827245,4.902091805109149,4.857465956276753,4.9589470327547716,5.0171280095648045,4.9070626612203565,4.992070283790367,4.7972871646421575,5.054542569402557,4.924753422697031,4.878026147348911,5.022098630598469,5.022098630598469,4.7116597894878485,4.664825784751342,4.955172250468476,5.029455263419356,5.0276197129509645,4.955931844226388,4.953620713203682,4.727832357334517,4.571660365590615,4.994708301378105,4.925634066489065,4.961940160859191,4.884957311712966,4.935929894064068,5.0391084695902775,4.836253314142128,4.753423426752528,4.9050935595527365,4.691515298801715,5.031275962885528,4.804086515559625,4.953620713203682,4.870697788239096,4.937599356039497,4.924753422697031,4.847292434574146,4.974239879774268,4.873188496240367,5.0509981868090925,4.80629636929176,4.930861029975104,4.9626766038885375,4.932566312940186,4.985330594291428,5.0196255041163935,4.970674522267369,4.917496783123964,4.977756729257976,4.88832582637366,5.0391084695902775,4.913791155294887,4.967795109400485,4.571660365590615,5.056299928174564,5.040307603790542,4.9040943542060935,4.880364741837038,4.987362767301856,4.9887068797582375,4.946568191005508,4.812558161699869,5.005133413524467,4.944966003881643,4.760556044807712,4.8532085619653245,5.0146186841906735,5.0102336473563485,4.931720765986292,4.847292434574146,4.856060001053803,4.977756729257976,5.0421089177825404,5.0372988266018766,4.908057010935296,4.977756729257976,5.002554461434263,5.0165035045985125,4.985330594291428,5.026395033251326,4.93509021901496,4.994708301378105,5.034906634799126,4.88832582637366,5.036106064204941,4.979843565948291,5.043895591347479,5.005133413524467,4.804086515559625,5.037903499337715,4.850282193495647,4.776359098509476,4.923852846507625,4.854644152578175,4.971385916942378,5.009590170118356,5.017760190608652,4.9596977838367895,4.856060001053803,4.7995859487768895,4.967065817412252,4.913791155294887,5.031275962885528,4.9589470327547716,4.969245182066635,5.0444890205921435,4.952850113825653,4.814549743337823,4.9626766038885375,4.8378842225512235,5.026395033251326,4.784720719115406,5.038504215686296,4.857465956276753,4.8426837762818185,4.921156668389499,5.0171280095648045,4.986008895161201,5.0276197129509645,4.993390170931564,4.985330594291428,4.932566312940186,5.0146186841906735,4.9165841587765895,5.024554019299288,4.99536068223688,4.979843565948291,5.003203183255382,4.8277186255068365,4.943352964210657,4.952072149671523,5.033083602580783,4.96488630236759,5.0421089177825404,5.017760190608652
4.6232961523087335,4.979843565948291,4.6746915258506325,4.745697568054591,4.51383319803914,4.868158746042279,4.51383319803914,4.779241551978111,4.8105184231631295,4.86424850014347,4.9050935595527365,4.954397238008588,4.963419749170879,5.027009755173748,4.664825784751342,4.996674384096089,4.8378842225512235,4.9763530353406065,4.9050935595527365,4.732624379058292,4.884957311712966,4.975657903162167,4.8105184231631295,4.93424990872139,4.896926771537411,4.990727911282487,4.8165292772914015,4.763944224002144,4.994708301378105,4.917496783123964,4.6232961523087335,4.571660365590615,4.8426837762818185,5.005777301951217,4.990053400090333,4.851745865810122,5.051584537055153,4.8241105530083015,4.845782547451573,4.822240431788153,4.9791521408260255,4.975657903162167,4.784720719115406,4.779241551978111,4.949731414978452,4.784720719115406,4.8411033454467285,4.78993845470025,4.822240431788153,4.910945374168857,4.773420481386999,4.845782547451573,4.967795109400485,4.8411033454467285,4.8165292772914015,4.691515298801715,4.745697568054591,5.001906384804868,4.887214559445401,4.705490871440618,4.7570547179748965,5.009590170118356,4.992730157054685,4.51383319803914,4.880364741837038,4.698784373682472,4.76719664916814,4.727832357334517,5.0102336473563485,4.8241105530083015,4.8860888051065405,5.048635661601328,4.893756020402828,4.8668767463057545,4.74965226820758,4.784720719115406,4.8394925276471294,4.571660365590615,4.6835719831405225,4.845782547451573,5.0196255041163935,4.753423426752528,4.8394925276471294,4.801858702131573,4.9685209381650095,4.980540702125016,4.893756020402828,4.7570547179748965,4.7873646348428425,4.831222848224373,4.51383319803914,4.950514109018154,4.974239879774268,4.602025836417154,4.639980094311214,4.6746915258506325,4.80629636929176,4.51383319803914,4.8756276526293085,4.784720719115406,4.878026147348911,4.952850113825653,4.639980094311214,4.779241551978111,4.705490871440618,4.977756729257976,4.937599356039497,4.876832330447137,4.947366741103666,4.7995859487768895,4.773420481386999,4.6232961523087335,4.794897320651667,4.927386256930621,4.884957311712966,4.722801572230758,4.7873646348428425,4.74965226820758,4.737159658160733,4.784720719115406,5.012752041836328,4.908057010935296,4.779241551978111,4.9940511829208045,4.99536068223688,4.9040943542060935,4.967795109400485,4.773420481386999,4.909989516943682,4.727832357334517,4.93509021901496,4.779241551978111,4.602025836417154,4.982592360016339,4.804086515559625,4.571660365590615,4.6232961523087335,4.741576821540401,4.945764883852762,4.722801572230758,4.602025836417154,4.881528050731669,4.8532085619653245,4.7995859487768895,4.99536068223688,4.892685500216071,4.9040943542060935,4.80629636929176,4.6835719831405225,4.6534449997222715
4.966339744761335,4.91842603649692,4.9291395326521625,5.005133413524467,4.760556044807712,4.8979752940900525,5.001255375747545,4.8277186255068365,4.7995859487768895,4.6534449997222715,4.7820192685425935,4.727832357334517,4.953620713203682,4.639980094311214,4.996674384096089,4.878026147348911,4.95744104784801,5.038504215686296,4.741576821540401,4.953620713203682,4.8184564705969875,4.961940160859191,4.858847748486012,4.915658529468491,4.909033470333547,4.639980094311214,5.03187814282633,4.985330594291428,4.741576821540401,5.051584537055153,4.822240431788153,5.015240930346363,4.763944224002144,4.6835719831405225,4.9408927286176745,5.0336904259423205,4.944966003881643,4.893756020402828,4.9992999619828336,4.989380096017653,5.056299928174564,4.6835719831405225,4.850282193495647,4.822240431788153,5.032477095257947,4.9202583845739225,4.986008895161201,4.86158396097594,4.6746915258506325,4.869445914468932,5.049821712369945,4.977756729257976,4.639980094311214,4.972814001042552,5.0251686716073465,5.036106064204941,4.922056184369424,4.571660365590615,4.7570547179748965,4.93424990872139,5.015240930346363,4.922056184369424,4.924753422697031,4.812558161699869,5.0391084695902775,4.868158746042279,4.881528050731669,4.969245182066635,4.804086515559625,4.812558161699869,4.986691256388234,4.982592360016339,5.02333004617226,4.8979752940900525,5.001906384804868,4.981228550187336,5.0372988266018766,4.9282689696728434,4.96488630236759,4.9334130665172085,4.924753422697031,5.02333004617226,5.027009755173748,5.053353942937108,5.034906634799126,5.046262891460299,4.9070626612203565,5.018383247400567,4.938425495228262,5.046856548881721,4.919351005865947,4.7873646348428425,5.002554461434263,4.9165841587765895,4.910945374168857,4.857465956276753,4.899012746233839,4.890520698584499,4.946568191005508,5.03670227374116,5.0336904259423205,4.88832582637366,4.981228550187336,4.7820192685425935,5.02271337122156,4.822240431788153,4.912850201607451,4.96488630236759,4.915658529468491,5.030060098605085,4.910945374168857,4.925634066489065,4.784720719115406,5.056299928174564,4.857465956276753,4.984644739463752,4.8277186255068365,4.571660365590615,5.046856548881721,4.7570547179748965,4.691515298801715,4.8629305549372335,4.948941746127349,4.9512909561451925,4.922956762009868,4.878026147348911,4.980540702125016,4.96488630236759,4.9334130665172085,5.021483640549763,4.988034691569564,5.0208670960387405,4.983968616224964,5.0509981868090925,4.9770600172384185,4.909989516943682,4.860223302690684,4.986691256388234,4.99536068223688,4.991396232366986,4.895875823430656,4.9202583845739225,5.015875915648214,4.8756276526293085,4.832911478962778,4.958193945411901,5.015240930346363,4.847292434574146,4.80629636929176,4.980540702125016
5.142477760793679,5.174776529639644,5.168424828596749,4.912850201607451,5.280851685158304,5.004485454088877,5.082118324703439,4.9749506974865545,5.048044658005637,5.1393041223345985,5.152871369849576,5.162928882014918,4.990727911282487,4.922056184369424,5.059836939831183,4.990727911282487,5.013376874301149,5.0421089177825404,5.090880552164851,5.171233136542392,5.209027167168476,5.2601840559063495,4.8411033454467285,4.908057010935296,5.000607687100091,5.0604218872543205,4.98328535896915,5.173351882403376,4.992730157054685,5.119476475908191,5.078588243186184,5.0621812186021415,4.971385916942378,5.1393041223345985,4.937599356039497,5.1399305906533375,5.2457489779066755,5.229704321823252,5.292328710308416,5.171233136542392,5.32652609518641,5.037903499337715,5.028237496114332,4.836253314142128,4.9940511829208045,5.131156783121638,4.9960227543509275,4.808446376159098,4.91842603649692,5.1726366362093215,5.008317356377608,5.118266789076088,5.250772336926153,5.043303374668248,5.063940647148861,5.2796340080914055,4.912850201607451,5.175491741762902,4.992730157054685,5.127446665014505,4.985330594291428,4.9940511829208045,4.825932658490116,5.1342727934476935,5.049227074927887,4.988034691569564,4.9050935595527365,5.131156783121638,4.98328535896915,5.184978186633923,4.9960227543509275,5.048635661601328,5.202588995398008,5.043895591347479,4.922056184369424,5.183491816722508,5.0165035045985125,5.0444890205921435,5.078004515451888,5.2370487292493735,5.097350509337524,4.903101644344372,4.954397238008588,4.949731414978452,5.114038355561885,5.001255375747545,5.180550353535849,5.045671746121661,5.059836939831183,5.191706531843245,5.028844989395664,5.234260539396102,4.912850201607451,5.0165035045985125,5.013376874301149,5.112234925044135,5.005777301951217,5.0336904259423205,5.161569216724601,5.069798164451137,4.88941469551317,4.958193945411901,5.072730575578245,5.32652609518641,5.144389962706586,4.988034691569564,5.141836742308978,4.857465956276753,5.1476200231380265,4.935929894064068,5.0421089177825404,5.163618736145219,4.955931844226388,4.8979752940900525,5.141836742308978,5.059836939831183,5.092057583172208,4.9960227543509275,4.948154792546922,5.012120797370927,5.056894456398088,5.094992988233329,5.014000263318919,5.163618736145219,5.2398995867487335,4.993390170931564,5.2528325199806085,5.0815333465271735,4.949731414978452,4.988034691569564,5.122545587263482,5.204173367212292,4.9589470327547716,5.0391084695902775,5.187215569178311,5.008317356377608,5.045671746121661,5.015875915648214,4.831222848224373,5.036106064204941,5.02333004617226,4.876832330447137,5.015875915648214,5.2528325199806085,5.156182538984675,4.860223302690684,4.8411033454467285,5.023936151626856,4.986008895161201,5.004485454088877
4.95744104784801,4.955172250468476,4.9589470327547716,4.896926771537411,4.869445914468932,5.010860355092634,4.943352964210657,4.8860888051065405,4.982592360016339,4.825932658490116,5.050408975655608,4.858847748486012,5.0391084695902775,4.9721044170918764,5.030667238922512,5.022098630598469,4.9040943542060935,4.911894538571748,4.906074616189907,4.9165841587765895,4.8241105530083015,4.954397238008588,5.0474501665280265,5.051584537055153,4.942536567447669,4.8756276526293085,4.922956762009868,4.99995731749424,4.883839954884143,4.91842603649692,4.910945374168857,4.88832582637366,4.99995731749424,4.829486319887173,4.940076653734813,4.953620713203682,5.032477095257947,4.980540702125016,4.992730157054685,4.865564166348962,4.829486319887173,5.0196255041163935,4.9887068797582375,4.942536567447669,4.961940160859191,4.890520698584499,4.940076653734813,4.854644152578175,4.784720719115406,4.986691256388234,5.0421089177825404,4.893756020402828,4.948154792546922,4.964146724477111,4.899012746233839,4.990053400090333,4.895875823430656,4.890520698584499,4.869445914468932,4.8241105530083015,4.80629636929176,5.033083602580783,4.967795109400485,5.012752041836328,4.890520698584499,5.011490335931907,4.909989516943682,4.784720719115406,4.832911478962778,4.998645858893493,4.930861029975104,4.9512909561451925,4.947366741103666,5.001255375747545,5.0208670960387405,5.003203183255382,5.036106064204941,4.95744104784801,4.952072149671523,4.571660365590615,4.981228550187336,5.043303374668248,4.913791155294887,4.76719664916814,5.030060098605085,4.88832582637366,4.851745865810122,4.979843565948291,4.981228550187336,4.836253314142128,4.8532085619653245,4.763944224002144,4.858847748486012,5.048635661601328,4.874406621558497,5.005133413524467,5.052772740452183,4.9291395326521625,4.955172250468476,4.732624379058292,4.873188496240367,5.0444890205921435,4.997999511194459,4.88941469551317,4.991396232366986,4.9408927286176745,4.922956762009868,4.99733305406032,4.948154792546922,5.043303374668248,5.015875915648214,4.91842603649692,4.973532122304942,4.938425495228262,4.865564166348962,4.7116597894878485,5.048044658005637,4.887214559445401,5.009590170118356,4.9749506974865545,4.8411033454467285,4.854644152578175,4.939253889608402,4.770357573256026,4.980540702125016,5.02271337122156,4.939253889608402,4.938425495228262,4.9626766038885375,4.8378842225512235,5.053353942937108,4.894816158304012,4.948941746127349,4.848790363161231,4.779241551978111,4.602025836417154,4.909989516943682,4.964146724477111,5.030060098605085,4.973532122304942,4.917496783123964,5.03187814282633,4.9791521408260255,5.029455263419356,4.961940160859191,5.014000263318919,5.020242849474274,5.005133413524467,5.049227074927887,4.78993845470025
5.117659059099376,5.221700872279794,5.219103893545934,5.1249869244506785,5.553955307120409,5.144389962706586,5.1783532260696745,5.184978186633923,5.150894450057068,5.052174761109226,5.067460243943338,5.2418131654694085,4.812558161699869,5.1798148627079765,4.847292434574146,4.722801572230758,5.2528325199806085,5.063350427783758,5.071556798060056,5.199427938532198,5.383039234083244,5.043303374668248,5.070971453846769,4.967065817412252,5.123762705468355,5.394168452598293,5.158189885767949,4.8411033454467285,5.112234925044135,4.972814001042552,5.052772740452183,5.0885399486620235,5.470308449665223,5.0038468312894215,4.911894538571748,5.065700032690707,5.3408650946159115,4.992070283790367,5.3215437130548935,5.035504621028325,4.9819117889295015,4.93509021901496,4.95744104784801,5.020242849474274,5.235190644997366,5.155516955531677,4.850282193495647,5.197081366394089,4.8756276526293085,5.059836939831183,5.105648841508775,5.182021745255844,5.0997143367113615,5.150894450057068,5.350669859618303,5.5122773721197245,5.176201979350147,4.922956762009868,4.850282193495647,5.009590170118356,5.3135930822372845,5.2976919904038136,5.004485454088877,5.053353942937108,5.16022344851211,5.0397066231430365,5.0809457887686325,5.017760190608652,5.416718912216189,5.020242849474274,5.097939229661171,5.105059118451893,5.0171280095648045,5.053353942937108,5.007049823179809,5.176911239478682,5.008317356377608,5.202588995398008,5.217373826417057,5.273655582634202,5.105059118451893,5.0621812186021415,4.86158396097594,5.1116312962570545,5.152219828748015,5.011490335931907,5.489135876002201,5.127446665014505,5.182021745255844,5.219959163723287,5.097939229661171,5.03187814282633,5.183491816722508,5.048635661601328,5.183491816722508,4.9040943542060935,4.814549743337823,5.038504215686296,5.169119460321887,5.063350427783758,5.112234925044135,5.079769350802295,5.205780081682533,5.346686795971474,5.107439726747892,5.165664257860254,4.95744104784801,5.161569216724601,5.006416277952809,5.26787604693089,5.158189885767949,5.431948725909263,5.117058517703331,5.105059118451893,5.383039234083244,5.248733271210979,4.7873646348428425,5.0580811177569895,5.003203183255382,5.001255375747545,5.008317356377608,5.34866536431203,5.1783532260696745,5.2701560469360045,5.319918039773206,5.043303374668248,4.9992999619828336,5.214820857134066,5.097350509337524,5.056299928174564,5.043303374668248,5.176911239478682,5.16022344851211,5.240859584600191,5.086784459339071,5.3408650946159115,5.541922746705672,5.197864493718268,4.992070283790367,5.416718912216189,5.176201979350147,4.900047962566028,4.99733305406032,5.128063168573593,5.001906384804868,5.063940647148861,5.167045390006084,5.234260539396102,5.059836939831183,5.285851136891948
5.007049823179809,4.8756276526293085,5.034906634799126,4.967065817412252,4.883839954884143,4.804086515559625,4.9749506974865545,4.984644739463752,4.847292434574146,4.773420481386999,4.994708301378105,4.930861029975104,4.814549743337823,4.887214559445401,4.969245182066635,5.0146186841906735,5.054542569402557,4.982592360016339,4.9596977838367895,4.893756020402828,5.024554019299288,4.9512909561451925,5.037903499337715,4.8105184231631295,5.002554461434263,4.9512909561451925,5.0509981868090925,4.86424850014347,4.955931844226388,4.949731414978452,5.008317356377608,4.890520698584499,4.93509021901496,4.732624379058292,4.9050935595527365,4.95744104784801,4.9050935595527365,5.040911744020423,5.021483640549763,4.925634066489065,4.978454860885876,4.956685103122089,4.93424990872139,4.9282689696728434,5.001906384804868,5.043895591347479,4.8165292772914015,4.903101644344372,4.9770600172384185,4.941720676774095,5.005777301951217,5.053353942937108,4.95744104784801,4.913791155294887,4.969245182066635,4.927386256930621,4.851745865810122,4.76719664916814,5.015240930346363,4.935929894064068,4.921156668389499,4.722801572230758,4.99995731749424,5.001906384804868,4.931720765986292,5.046262891460299,4.9202583845739225,4.903101644344372,4.941720676774095,5.0391084695902775,5.0146186841906735,5.0171280095648045,4.927386256930621,5.024554019299288,4.909033470333547,4.86424850014347,5.052174761109226,5.0509981868090925,4.8629305549372335,4.967795109400485,5.046856548881721,4.9010689454827245,4.909989516943682,4.998645858893493,4.814549743337823,4.965615088941274,4.992730157054685,4.996674384096089,5.035504621028325,4.971385916942378,5.046262891460299,4.982592360016339,4.899012746233839,4.958193945411901,5.045671746121661,5.010860355092634,4.927386256930621,5.043303374668248,4.698784373682472,4.984644739463752,4.965615088941274,5.049227074927887,4.737159658160733,5.0171280095648045,5.048635661601328,4.922956762009868,4.989380096017653,4.956685103122089,4.794897320651667,4.779241551978111,5.0146186841906735,5.021483640549763,5.001906384804868,4.992070283790367,4.871943090662644,4.878026147348911,5.0251686716073465,4.985330594291428,5.031275962885528,4.860223302690684,4.9291395326521625,4.987362767301856,4.993390170931564,4.947366741103666,4.931720765986292,4.98328535896915,5.001906384804868,4.983968616224964,4.9070626612203565,4.953620713203682,4.86424850014347,5.030667238922512,5.006416277952809,4.986691256388234,4.8277186255068365,5.008317356377608,4.978454860885876,5.005133413524467,5.022098630598469,4.883839954884143,5.0196255041163935,5.03670227374116,4.955931844226388,5.023936151626856,4.858847748486012,4.883839954884143,5.001906384804868,4.903101644344372,4.779241551978111,5.018383247400567
4.987362767301856,4.952072149671523,5.0592499427000766,4.8241105530083015,4.938425495228262,4.834581179509632,5.214820857134066,4.6746915258506325,4.8792028729873085,5.068045904808431,4.850282193495647,4.883839954884143,4.792435507810638,4.894816158304012,4.8629305549372335,5.0604218872543205,4.99536068223688,4.887214559445401,4.745697568054591,5.240859584600191,5.12992378930779,5.152219828748015,4.9749506974865545,5.073322230373086,4.770357573256026,4.741576821540401,5.032477095257947,4.80629636929176,5.4360570624456415,4.994708301378105,5.350669859618303,5.150894450057068,5.051584537055153,5.078004515451888,4.906074616189907,4.930861029975104,4.9282689696728434,5.041504790272628,5.015875915648214,4.776359098509476,4.6232961523087335,5.03670227374116,4.964146724477111,5.040307603790542,5.072730575578245,4.9887068797582375,4.953620713203682,5.299063950994466,4.903101644344372,5.0621812186021415,5.0208670960387405,5.038504215686296,4.871943090662644,4.6746915258506325,5.193224318047473,5.114038355561885,5.010860355092634,5.238950769232656,5.352721747236616,5.170531124177622,4.845782547451573,4.6534449997222715,4.741576821540401,5.069216690413838,5.112234925044135,5.274826130628061,5.264514556849772,5.263425457139989,5.133020453510619,5.375340387718184,5.071556798060056,4.832911478962778,5.176201979350147,4.963419749170879,5.1476200231380265,5.043895591347479,4.941720676774095,5.150232994850049,5.2333417029839095,5.014000263318919,5.031275962885528,5.007049823179809,4.971385916942378,4.86424850014347,4.7116597894878485,5.093813856387378,5.162928882014918,5.166352042540459,5.175491741762902,5.133020453510619,5.403303748860743,4.760556044807712,5.200215537445509,4.9992999619828336,5.187215569178311,4.86158396097594,4.935929894064068,5.225232123695491,4.973532122304942,5.113439613179329,5.0885399486620235,5.019006893982541,4.979843565948291,5.006416277952809,5.335324437056415,4.935929894064068,5.011490335931907,5.114645498348658,4.741576821540401,4.965615088941274,5.310571088725409,5.160893980029469,4.8979752940900525,4.930861029975104,5.134897609654858,5.0444890205921435,5.0251686716073465,4.913791155294887,5.056894456398088,5.020242849474274,5.2457489779066755,5.195525241415488,5.318312399574708,5.205780081682533,4.868158746042279,5.08444992634082,4.987362767301856,5.210665308504024,5.082118324703439,5.083286004383144,5.097939229661171,4.931720765986292,5.022098630598469,5.0850381393426645,5.258058519247788,4.931720765986292,5.117058517703331,5.1249869244506785,5.449452011487368,5.129300003270238,5.1207013113629145,4.857465956276753,5.164977075426339,5.0592499427000766,4.948154792546922,5.300445561336252,5.2398995867487335,5.262341755084453,5.159540086990929,5.32652609518641
5.168424828596749,5.005777301951217,5.072730575578245,4.952850113825653,5.069216690413838,4.9685209381650095,4.993390170931564,5.247732936103096,4.892685500216071,5.152871369849576,5.086207672109063,5.052772740452183,5.197864493718268,5.143755520054444,4.7972871646421575,5.156182538984675,4.727832357334517,5.03187814282633,5.0421089177825404,5.144389962706586,4.922056184369424,4.965615088941274,5.061003232348392,4.874406621558497,4.874406621558497,4.848790363161231,5.037903499337715,5.2418131654694085,4.970674522267369,5.1355202326394815,5.046262891460299,5.040911744020423,5.184978186633923,4.801858702131573,4.760556044807712,5.164298497935712,5.0873672610857925,5.210665308504024,4.894816158304012,5.150894450057068,5.130543919569448,4.964146724477111,5.053353942937108,5.02333004617226,4.93509021901496,5.156855008625193,5.1207013113629145,4.9070626612203565,5.2370487292493735,5.113439613179329,4.954397238008588,5.128682175963834,4.847292434574146,4.900047962566028,5.113439613179329,5.053946942419375,5.521245251789686,4.958193945411901,4.944966003881643,5.057488988571653,5.273655582634202,5.1249869244506785,4.896926771537411,5.093813856387378,5.021483640549763,5.089126770326546,5.406494673395376,4.979843565948291,4.8979752940900525,5.094992988233329,5.0879518937684685,4.978454860885876,5.077422741231994,5.026395033251326,5.258058519247788,4.7995859487768895,5.086207672109063,5.130543919569448,5.32652609518641,5.100901194314601,5.205780081682533,4.9626766038885375,5.228798555466431,5.226124641601801,4.88832582637366,5.012752041836328,5.253876202198233,5.300445561336252,5.2601840559063495,5.2796340080914055,5.162247778668696,4.8378842225512235,5.069798164451137,5.225232123695491,5.111029473940916,4.8532085619653245,5.184237459893965,4.850282193495647,5.022098630598469,5.106245964467988,4.986008895161201,5.171931216893307,4.977756729257976,4.992070283790367,5.2701560469360045,4.946568191005508,5.049227074927887,5.102089053099605,5.099121415218501,4.8532085619653245,5.32652609518641,5.176911239478682,5.086207672109063,5.238950769232656,5.2976919904038136,5.163618736145219,4.882687673748071,5.040911744020423,5.051584537055153,4.9596977838367895,4.882687673748071,4.949731414978452,5.141197876682414,5.169823244732863,4.891612453035633,5.247732936103096,4.88941469551317,5.184237459893965,5.138673742876642,5.051584537055153,4.979843565948291,4.784720719115406,4.9010689454827245,5.209837853318307,5.244763508279814,5.2139811335369215,5.200215537445509,5.166352042540459,5.119476475908191,5.2418131654694085,4.975657903162167,4.894816158304012,5.046856548881721,4.955931844226388,4.9291395326521625,5.035504621028325,5.030060098605085,5.1476200231380265,5.201001002827148,5.2270166064652095
